SHA	AuthorDate	Type	Scope	Subject	Systems	Trees	Files
ccd876661	2026-05-02	fix	heightmap	fix(heightmap): Properly draw larger terrain area on low camera pitch (#2677)	ZH-04	Core;GeneralsMD	11
c9899fc55	2026-05-02	chore	heightmap	chore(heightmap): Implement HeightMapRenderObjClass::setTerrainDrawSize() to set custom draw sizes (#2677)	ZH-04	Core;GeneralsMD	8
c47b01a6f	2026-05-02	perf	heightmap	perf(heightmap): Update terrain tiles only if the terrain draw origin has really changed (#2677)	ZH-04	Core	3
534167ee9	2026-05-02	bugfix	heightmap	bugfix(heightmap): Do full terrain update after new origin position was set (#2677)	ZH-04	Core	1
9567b2290	2026-05-02	chore	heightmap	chore(heightmap): Remove useless logic in HeightMapRenderObjClass::updateCenter() (#2677)	ZH-04	Core	1
d77659562	2026-05-02	tweak	view	tweak(view): Align the camera far clip plane with the actual terrain draw size (#2677)		Core	2
90bbaa721	2026-05-04	refactor		refactor: Add override keyword to virtual function overrides in Zero Hour code (2) (#2605)	ZH-08;ZH-15;ZH-19;ZH-24	GeneralsMD	51
a3fe6c491	2026-05-05	bugfix	gamelogic	bugfix(gamelogic): Modules now cease updating when disabled by non-whitelisted disabled types (#2458)		GeneralsMD	2
82d225acd	2026-05-04	bugfix	controlbar	bugfix(controlbar): Show shortcut special powers in Generals again (#2680)		GeneralsMD	4
7219a19ef	2026-05-03	bugfix	veterancy	bugfix(veterancy): Disable audiovisual cues for ejected veteran pilots (#2643)		GeneralsMD	2
4d23c786f	2026-05-04	bugfix	player	bugfix(player): Fix transferred in-progress upgrades (#2396)		GeneralsMD	2
adc77cc5d	2026-05-03	tweak	gamemessage	tweak(gamemessage): Remove unused MSG_AREA_SELECTION message from game logic (#2667)		GeneralsMD	8
f1341ec46	2026-05-03	build	docker	build(docker): Set correct targets in docker-build.sh (#2678)			1
efabb087d	2026-05-02	unify	gadget	unify(gadget): Move Gadget files to Core (#2672)		Core;GeneralsMD	75
0a65107d7	2026-05-01	bugfix	watertracks	bugfix(watertracks): Correct the path handling for .wak files in the WaterTracksRenderSystem (#2634)	ZH-07	Core	1
3ca03de2c	2026-05-01	fix	aiupdate	fix(aiupdate): Fix XFER and CRC of AIUpdateInterface::m_guardTargetType (#2662)		GeneralsMD	2
2896c8220	2026-05-01	chore	player	chore(player): Remove unused GameMessage argument from Player member functions (#2669)		GeneralsMD	6
b97d95431	2026-05-01	bugfix	aiplayer	bugfix(aiplayer): Preserve scaffold health when AI building completes (#1768)	ZH-24	GeneralsMD	2
4eac61610	2026-04-19	chore	filesystem	chore(filesystem): Implement getExtension() and TheFileSystem::removeExtension() functions  (#2635)		Core	4
46df28fb7	2026-04-19	chore	string	chore(string): Implement find() and reverseFind() functions in UnicodeString (#2635)		Core	1
9dd5c7464	2026-04-19	chore	string	chore(string): Remove unused removeExtension() function from GameState.cpp (#2635)		GeneralsMD	2
a9b260ab6	2026-04-30	tweak	gamemessage	tweak(gamemessage): Remove unused argument of MSG_DESTROY_SELECTED_GROUP (#2664)		GeneralsMD	4
af4f950ce	2026-04-28	perf		perf: Remove superfluous null tests in iterateObjects callbacks (#2658)		GeneralsMD	13
a42cd64bb	2026-04-28	chore	controlbar	chore(controlbar): Add asserts to verify special power templates and buttons (#2657)		GeneralsMD	6
c13e36333	2026-04-27	unify	controlbar	unify(controlbar): Merge ControlBar and related code from Zero Hour (#2655)		GeneralsMD	20
dffdab92b	2026-04-27	feat		feat: Implement game exit with ALT+F4 and game window close button (#2336)		Core;GeneralsMD	24
a808475c3	2026-04-27	fix	view	fix(view): Prevent the camera from clipping under terrain (#2652)		Core	2
9e8a445c4	2026-04-24	docs	readme	docs(readme): Add section about profiling (#2202)			1
e1212d903	2026-04-24	feat	profiling	feat(profiling): Add trace zones and frame marks to Tracy profiling (#2202)		Core;GeneralsMD	5
775da20c2	2026-04-24	feat	profiling	feat(profiling): Add messages on game start and game end to Tracy profiling (#2202)		GeneralsMD	2
8082f0f7c	2026-04-24	feat	profiling	feat(profiling): Add plots for logical frame number and pathfinding cells/paths to Tracy profiling (#2202)	ZH-24	Core;GeneralsMD	3
efbf18923	2026-04-24	feat	profiling	feat(profiling): Add frame image capturing to Tracy profiling (#2202)	ZH-20	Core;GeneralsMD	7
8a604fa90	2026-04-24	feat	profiling	feat(profiling): Include Tracy profiler library in the solution (#2202)		Core	6
684a6f353	2026-04-24	refactor	profiling	refactor(profiling): Move rts/profile.h include into WWCommon.h (#2202)		Core;GeneralsMD	4
369784418	2026-04-24	refactor	profiling	refactor(profiling): Rename RTS_PROFILE to RTS_PROFILE_LEGACY (#2202)		Core;GeneralsMD	11
ea9737737	2026-04-24	refactor	profiling	refactor(profiling): Rename legacy profile library target (#2202)		Core;GeneralsMD	8
2cfde545d	2026-04-26	bugfix	view	bugfix(view): Set camera far z to acceptable distance (#2653)		Core	2
08ebb98c2	2026-04-25	tweak	view	tweak(view): Implement smooth terrain sampling for camera positioning (#2651)		Core	2
ffac8f952	2026-04-23	refactor		refactor: Eliminate macro-split assignments (#2641)	ZH-01	Core;GeneralsMD	10
3c73dd097	2026-04-23	feat	view	feat(view): Save position and view direction of player camera in MSG_SET_REPLAY_CAMERA (#2631)		Core;GeneralsMD	18
dc43b313a	2026-03-21	feat	options	feat(options): Implement game options for texture filter mode and anisotropy level (#2482)		Core;GeneralsMD	17
8619fa8ee	2026-03-21	feat	options	feat(options): Implement game option to set MSAA level (#2482)		Core;GeneralsMD	13
88bdb7c2a	2026-04-21	bugfix	gui	bugfix(gui): Remove slider bounds checks to prevent unexpected reset of custom settings (#2624)		GeneralsMD	4
1aca02395	2026-04-21	unify	client	unify(client): Move GameClient display and system files to Core (#2616)	ZH-20	Core;GeneralsMD	36
8a1d556e9	2026-04-20	docs		docs: Amend code generation guidelines to CONTRIBUTING.md (#2628)			1
471dc2620	2026-04-19	perf	gui	perf(gui): Significantly reduce cost of 2d render elements (#2514)		Core;GeneralsMD	13
2260f53ed	2026-04-19	fix		fix: Fix unused variables in WW3D (#2629)		GeneralsMD	3
08933c3d5	2026-04-19	chore	dx8fvf	chore(dx8fvf): Remove unused vertex_size parameter from FVFInfoClass (#2615)		GeneralsMD	5
aea77d00d	2026-04-19	bugfix	view	bugfix(view): Fix ground level of bookmarks, replay camera and game world microphone (#2595)		Core;GeneralsMD	16
aa2b09dd5	2026-04-18	style	guiedit	style(guiedit): Adjust indentation for combo box data output in save function (#2625)		GeneralsMD	2
ccd9c1d8a	2026-04-18	refactor		refactor: Remove superfluous returns at the end of functions (#2594)	ZH-02;ZH-06;ZH-12;ZH-18;ZH-24	Core;GeneralsMD	195
7892226cf	2026-04-18	bugfix		bugfix: Delay creation of object bound particle emitters until ParticleSystemManager is xfer-loaded (#2333)	ZH-10;ZH-18	Core;GeneralsMD	9
cec296caa	2026-04-18	bugfix	input	bugfix(input): Block all button presses except ESC during scripted camera scenes (#2621)		GeneralsMD	2
a7fabd895	2026-04-18	bugfix	connection	bugfix(connection): Remove incorrect magic byte check for map transfers (#2614)		Core	1
b2daaa7f5	2026-04-17	refactor	metaevent	refactor(metaevent): Move meta event type asserts from key event update to engine initialization (#2590)		GeneralsMD	6
9379a327b	2026-04-17	bugfix	water	bugfix(water): Fix river borders appearing darkened under shroud (#2592)	ZH-07	Core	1
feca69a6a	2026-04-17	refactor		refactor: Remove redundant void argument from functions (2) (#2609)	ZH-07	Core;GeneralsMD	441
65e52a2d2	2026-04-17	unify	ww3d2	unify(ww3d2): Merge dx8renderer, dx8rendererdebugger (#2600)		Core;GeneralsMD	8
6b1bccd46	2026-04-16	fix		fix: Fix assertion format argument for non-trivial types (#2606)		GeneralsMD	4
20d6cc0c5	2026-04-16	refactor	ini	refactor(ini): Simplify token related INI code (#2596)		Core;GeneralsMD	23
f40235c32	2026-04-16	refactor	recorder	refactor(recorder): Remove code duplications related to file write and logging in RecorderClass (#2543)		GeneralsMD	2
982719a3c	2026-04-15	other		  bugfix(dumbprojectile): Fix in-flight DumbProjectile detonating instantly on save load (#2591)		GeneralsMD	2
120bb81c5	2026-04-15	bugfix	input	bugfix(input): Fix touchpad upward scrolling in UI list boxes (#2586)		Core;GeneralsMD	7
6317722e5	2026-04-13	unify	ww3d2	unify(ww3d2): Move dx8wrapper, dx8caps to Core (#2599)		Core;GeneralsMD	12
a1d73250a	2026-04-13	fix	view	fix(view): Improve setup of default camera pitch and angle (#2546)		Core;GeneralsMD	18
cb2fe916f	2026-04-13	fix	ini	fix(ini): Support plus sign prefix in INI integer parse (#2576)		Core	1
4c065e4bb	2026-04-13	fix	ini	fix(ini): Replace unsafe uses of INI::getNextTokenOrNull (#2593)		GeneralsMD	5
f61c98b57	2026-04-13	bugfix	audiomanager	bugfix(audiomanager): Fix dummy audio manager implementation for failing audio length script conditions in headless mode (#2313)		Core;GeneralsMD	8
4de60c29a	2026-04-12	bugfix	money	bugfix(money): Fix undefined behavior for starting cash combo box (#2582)		GeneralsMD	1
b7fcf9f52	2026-04-12	bugfix	view	bugfix(view): Prevent overshooting camera zooming or pivoting on low frame rates (#2588)		Core	1
a48131d5b	2026-04-12	bugfix	view	bugfix(view): Fix malformed camera area constraints during cutscenes (#2587)		Core	2
28f4fe6e7	2026-04-12	fix	pathfinder	fix(pathfinder): Fix CRC computation of PathFinder::m_wallPieces (#2575)	ZH-24	Core	1
5692462a1	2026-04-12	bugfix	energy	bugfix(energy): Don't apply power production bonus for disabled power plants on save game load (#2509)		GeneralsMD	6
a92886bed	2026-04-12	bugfix	energy	bugfix(energy): Don't increase power production for disabled power plants on save game load (#2508)		GeneralsMD	2
73394e5ba	2026-04-11	bugfix	input	bugfix(input): Use time-based double tap for unit group centering (#2545)		GeneralsMD	2
64b5eaad7	2026-04-10	refactor		refactor: Add override keyword to virtual function overrides in Tools and set compile option -Wsuggest-override (#2394)	ZH-07;ZH-10	Core;GeneralsMD	202
df31c7eae	2026-04-10	unify	ww3d2	unify(ww3d2): Merge dx8wrapper, dx8caps, shdlib (#2499)		Core;GeneralsMD	12
476a57c29	2026-04-07	fix	view	fix(view): Introduce PRESERVE_RETAIL_SCRIPTED_CAMERA and fix or improve camera offset and zoom calculations (#2524)		Core;GeneralsMD	7
ff1baff25	2026-04-07	bugfix	dx8	bugfix(dx8): Improve display mode transition reliability (#2539)		GeneralsMD	4
164db0882	2026-04-07	ci		ci: Disable vcpkg build (#2544)			1
589f960aa	2026-04-06	fix		fix: Resolve macro redefinition warnings (#2525)		Core	3
fb77779c2	2026-04-06	refactor	ini	refactor(ini): Simplify some INI code (#2541)		Core	1
2f427b185	2026-04-06	tweak	radar	tweak(radar): Suppress under attack radar notification spam (#2540)	ZH-16	Core	1
78221a001	2026-04-06	bugfix	treebuffer	bugfix(treebuffer): Fix crash in W3DTreeBuffer::updateVertexBuffer() (#2526)	ZH-06	Core	1
5e041b4e0	2026-04-06	fix	actionmanager	fix(actionmanager): Improve validation of Sneak Attack placement legality (#2533)		GeneralsMD	5
d31c6c54d	2026-04-04	fix	skirmish	fix(skirmish): Improve determinism for restarted games by resetting slot values (#2373)		Core;GeneralsMD	6
f3fb705d7	2026-04-04	perf	ini	perf(ini): Improve INI parsing performance by using std::from_chars (#2532)		Core	1
69b78828c	2026-04-03	fix	targa	fix(targa): Fix TGA2 footer signature truncation by using strncpy (#2527)		Core	1
3fac0c7b9	2026-04-03	refactor	ini	refactor(ini): Clean up INI type table and its search logic (#2511)		Core	1
d2518facc	2026-04-03	fix	connection	fix(connection): Implement file content validation for map transfers (#1819)		Core	1
8f263dd2d	2026-04-02	fix	refcount	fix(refcount): Fix compile warning in constructors of RefCountClass (#2521)		Core	2
33544741e	2026-04-02	refactor		refactor: Remove string conversion code for MessageBox (#2523)		Core;GeneralsMD	10
f83b376ba	2026-04-02	refactor		refactor: Remove superfluous extern keyword from variable declarations (#2522)		Core;GeneralsMD	7
0508be469	2026-04-02	refactor	view	refactor(view): Remove friends from ViewLocation class (#2516)		Core;GeneralsMD	4
60141882a	2026-04-02	bugfix	object	bugfix(object): Guard GameLogic xfer version bump with RETAIL_COMPATIBLE_XFER_SAVE (#2418)		GeneralsMD	2
25ab77d7d	2026-04-02	refactor	ww3d2	refactor(ww3d2): Simplify dx8wrapper's frame statistics with struct (#2507)		GeneralsMD	4
2d13736ee	2026-04-01	refactor	object	refactor(object): Replace explicit local player checks with Object::isLocallyControlled (#2512)		Core;GeneralsMD	9
90afd636d	2026-03-30	chore		chore: Remove unused code in dx8wrapper (#2504)		GeneralsMD	5
d90909ddc	2026-03-30	chore		chore: Remove all code related to _XBOX (#2505)		Core;GeneralsMD	8
1845a2dd2	2026-03-21	bugfix	view	bugfix(view): Fix and improve camera pivoting (#2506)		Core;GeneralsMD	8
920854bde	2026-03-21	bugfix	view	bugfix(view): Fix and improve camera area constraints behavior (#2506)		Core	3
920c4e639	2026-03-30	bugfix	smudge	bugfix(smudge): Decouple smudge time step from render update (#2484)	ZH-10;ZH-22	Core;GeneralsMD	6
6e96a0961	2026-03-29	bugfix	contain	bugfix(contain): Restore retail compatibility after crash fix in OpenContain::killAllContained (#2439)		GeneralsMD	1
bab63d407	2026-03-29	bugfix	contain	bugfix(contain): Restore retail compatibility after crash fix in OpenContain::processDamageToContained (#2427)		GeneralsMD	4
a6fdd0a35	2026-03-29	fix	smudge	fix(smudge): Align smudges Y offset range with X offset range (#2498)		GeneralsMD	1
8cf9456ce	2026-03-29	bugfix	globaldata	bugfix(globaldata): Fix the handling of documents folder redirection by using SHGetKnownFolderPath() (#2479)		GeneralsMD	4
6e4e5f0cb	2026-03-26	refactor		refactor: Add override keyword to virtual function overrides in GameEngineDevice (#2393)	ZH-01;ZH-04;ZH-05;ZH-06;ZH-07;ZH-08;ZH-09;ZH-11;ZH-12;ZH-13;ZH-14;ZH-15;ZH-16;ZH-17;ZH-18;ZH-19;ZH-20;ZH-22;ZH-23	Core;GeneralsMD	113
256c849f9	2026-03-26	refactor		refactor: Add override keyword to virtual function overrides in Libraries (#2390)	ZH-19	Core;GeneralsMD	156
08b84208f	2026-03-24	fix	headless	fix(headless): Set DX8Wrapper_IsWindowed to false to suppress assertion dialogs during shutdown (#2298)		GeneralsMD	2
a7553c8ae	2026-03-24	bugfix	logic	bugfix(logic): Fix broken camera edge scroll after loading a savegame from the ingame menu (#2000)		GeneralsMD	2
5871a889f	2026-03-23	bugfix	pathfinder	bugfix(pathfinder): Improve initialization of uninitialized variable in Pathfinder::classifyFence (#2460)	ZH-24	Core;GeneralsMD	3
da74846fd	2026-03-18	fix	logic	fix(logic): Add nullptr check to msgPlayer in GameLogic::logicMessageDispatcher (#2383)		GeneralsMD	2
52ffb5c3d	2026-03-18	refactor	logic	refactor(logic): Rename thisPlayer to msgPlayer in GameLogic::logicMessageDispatcher (#2383)		GeneralsMD	2
5a36bdb7a	2026-03-23	fix	smudge	fix(smudge): Fix minor errors in W3DSmudge (#2483)	ZH-22	Core	1
d62c8f079	2026-03-23	tweak	gui	tweak(gui): Enable minimize button for game app window (#2473)		GeneralsMD	2
637dbba90	2026-03-22	bugfix	battleplan	bugfix(battleplan): Battle plans are now transferred to the new owner on capture (#2257)		GeneralsMD	8
8456e129c	2026-03-22	bugfix	battleplan	bugfix(battleplan): Multiple battle plans are now always applied correctly (#2256)		GeneralsMD	2
ce899fafb	2026-03-21	chore		chore: Remove debug code for KRIS_BRUTAL_HACK_FOR_AIRCRAFT_CARRIER_DEBUGGING (#2478)	ZH-18	GeneralsMD	5
2661b5c56	2026-03-21	perf	pathfinder	perf(pathfinder): Implement conditional reverse insertion sorting algorithm to reduce cost of long pathfinding by 50-66% (#2450)	ZH-24	Core	2
571463c27	2026-03-21	fix	pathfinder	fix(pathfinder): Remove invalid retail compatible compilation conditional (#2477)	ZH-24	Core	1
1b5204122	2026-03-21	refactor	bitflags	refactor(bitflags): Simplify functions in BitFlags class (#2472)		GeneralsMD	2
26c07f7ad	2026-03-21	refactor	bitflags	refactor(bitflags): Simplify conditions with testForAny, testForAll and remove unexpected assert in BitFlags::testForAll (#2476)		GeneralsMD	7
c8c809c75	2026-03-19	feat	headless	feat(headless): Implement ParticleSystemManagerDummy (#2247)	ZH-10	Core;GeneralsMD	7
2b6c72952	2026-03-19	feat	headless	feat(headless): Implement ViewDummy (#2246)		Core;GeneralsMD	7
dd894c2d8	2026-03-19	feat	headless	feat(headless): Implement GhostObjectManagerDummy (#2244)		GeneralsMD	10
e550dfef5	2026-03-19	feat	rendering	feat(rendering): Add support for multi sample anti-aliasing (MSAA) (#2454)		GeneralsMD	10
acf67972d	2026-03-18	ci	actions	ci(actions): Update GitHub Actions to latest versions and fixed hashes (#2377)			6
8bf736a90	2026-03-08	feat	texturefilter	feat(texturefilter): Extend texture filter with new filtering modes; none, point, bilinear, trilinear, anisotropic (#2423)		Core;GeneralsMD	4
454817972	2026-03-08	chore	texturefilter	chore(texturefilter): Cleanup code formatting and remove commented blocks (#2423)		Core	1
73fea430f	2026-03-18	refactor		refactor: Add override keyword to virtual function overrides in GameEngine (2) (#2392)	ZH-01;ZH-02;ZH-04;ZH-10;ZH-15;ZH-16;ZH-18;ZH-19;ZH-23;ZH-24;ZH-25	Core;GeneralsMD	291
2e254f684	2026-03-18	fix	docker	fix(docker): Fix docker WORKDIR ownership (#2459)			1
554bea764	2026-03-19	bugfix	contain	bugfix(contain): Occupants killed by their containers now kill their occupants (#2239)		GeneralsMD	6
39647c3b4	2026-03-14	fix	logic	fix(logic): Improve validation of MSG_SET_RALLY_POINT in GameLogicDispatch (#2441)		GeneralsMD	2
33a7eeca2	2026-03-14	fix	logic	fix(logic): Improve validation of MSG_NEW_GAME in GameLogicDispatch (#2440)		GeneralsMD	2
1c077c5ea	2026-03-14	fix	logic	fix(logic): Improve handling of ENABLE_RETALIATION_MODE in GameLogicDispatch (#2408)		GeneralsMD	3
bacee754b	2026-03-14	fix	logic	fix(logic): Improve validation of MSG_DO_SPECIAL_POWER and variants in GameLogicDispatch (#2380)		GeneralsMD	2
aa36cd699	2026-03-14	bugfix	rallypoint	bugfix(rallypoint): Make healed units follow building rally point on exit (#1822)		GeneralsMD	6
b4b1cd78e	2026-03-14	bugfix	supply	bugfix(supply): Implement proportional supply bonus scaling to fix too generous money deposits for partial supply drops (#2431)		GeneralsMD	3
